record_id,date,warehouse_id,warehouse_name,region,city,warehouse_type,monthly_demand,monthly_supply,current_inventory,safety_stock,reorder_point,lead_time_days,lead_time_variability,order_volume,fulfillment_rate,stockout_incidents,overstock_quantity,warehouse_capacity,capacity_utilization,inventory_turnover,historical_demand_variance,seasonal_demand_index,supplier_reliability,transit_delay_days,sku_count,regional_consumption_momentum,inventory_imbalance_risk,year,month,quarter,is_festive_quarter,demand_to_supply_ratio,dsr_equilibrium_deviation,lead_time_variability_index,stockout_severity_frequency_score,warehouse_capacity_utilization,safety_stock_coverage_ratio,inventory_days_of_supply,demand_volatility_index,supply_gap_ratio,reorder_gap,excess_inventory_ratio,shortage_gap_units,transit_risk_index,cluster_name
REC-2024-01-WH-12,2024-01,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10036.73,11752.69,46186.68,1201.32,2037.71,2.5,2.16,361.0,0.989,0,42346.99,32000,1.443,2.61,2623124.76,0.971,0.853,0.4,189,0.086,Overstock,2024,1,1,0,0.854,-0.146,0.864,0.0,1.4433,38.447,138.05,0.1614,-0.171,44148.97,1.3233,0.0,0.576,Cluster 2 — Chronic Overstock Buffers
REC-2024-02-WH-12,2024-02,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10181.0,11142.78,47148.46,1126.72,2891.43,5.2,1.99,357.0,0.996,0,42566.95,32000,1.473,2.59,4051795.11,0.908,0.99,0.4,189,0.109,Overstock,2024,2,1,0,0.9137,-0.0863,0.3827,0.0,1.4734,41.846,138.93,0.1977,-0.0945,44257.03,1.3302,0.0,0.412,Cluster 2 — Chronic Overstock Buffers
REC-2024-03-WH-12,2024-03,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10140.65,11285.97,48293.78,1157.76,2476.04,3.9,2.06,322.0,0.997,0,44081.1,32000,1.509,2.52,770900.83,1.015,0.924,0.9,189,0.052,Overstock,2024,3,1,0,0.8985,-0.1015,0.5282,0.0,1.5092,41.713,142.87,0.0866,-0.1129,45817.74,1.3775,0.0,1.105,Cluster 2 — Chronic Overstock Buffers
REC-2024-04-WH-12,2024-04,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,13307.79,15755.0,50740.99,1320.51,3494.12,4.9,1.76,540.0,0.967,0,45266.1,32000,1.586,3.15,2966475.23,1.135,0.907,0.4,189,0.128,Overstock,2024,4,2,0,0.8447,-0.1553,0.3592,0.0,1.5857,38.425,114.39,0.1294,-0.1839,47246.87,1.4146,0.0,0.512,Cluster 2 — Chronic Overstock Buffers
REC-2024-05-WH-12,2024-05,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,13008.99,14496.52,52228.52,1312.96,3481.12,5.0,1.77,556.0,0.977,0,46777.96,32000,1.632,2.99,6607112.94,1.157,0.973,0.4,189,0.165,Overstock,2024,5,2,0,0.8974,-0.1026,0.354,0.0,1.6321,39.779,120.44,0.1976,-0.1143,48747.4,1.4618,0.0,0.432,Cluster 2 — Chronic Overstock Buffers
REC-2024-06-WH-12,2024-06,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,11331.73,12718.23,53615.02,1042.39,3044.33,5.3,1.63,306.0,0.975,0,49007.1,32000,1.675,2.54,1408659.64,0.943,0.925,1.4,189,0.156,Overstock,2024,6,2,0,0.891,-0.109,0.3075,0.0,1.6755,51.435,141.94,0.1047,-0.1224,50570.69,1.5315,0.0,1.715,Cluster 2 — Chronic Overstock Buffers
REC-2024-07-WH-12,2024-07,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10947.66,13880.98,56548.34,1177.06,2965.18,4.9,1.93,416.0,0.987,0,51817.57,32000,1.767,2.32,3761442.81,0.924,0.919,0.0,189,0.131,Overstock,2024,7,3,0,0.7887,-0.2113,0.3939,0.0,1.7671,48.042,154.96,0.1772,-0.2679,53583.16,1.6193,0.0,0.0,Cluster 2 — Chronic Overstock Buffers
REC-2024-08-WH-12,2024-08,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10799.23,12709.49,58458.6,1379.0,3574.84,6.1,2.3,285.0,0.99,0,52815.26,32000,1.827,2.22,3321460.7,1.022,0.99,0.6,189,0.124,Overstock,2024,8,3,0,0.8497,-0.1503,0.377,0.0,1.8268,42.392,162.4,0.1688,-0.1769,54883.76,1.6505,0.0,0.618,Cluster 2 — Chronic Overstock Buffers
REC-2024-09-WH-12,2024-09,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,13491.24,16175.05,61142.41,1250.7,3139.47,4.2,1.62,404.0,0.997,0,56126.89,32000,1.911,2.65,1973856.7,1.089,0.964,0.5,189,0.126,Overstock,2024,9,3,0,0.8341,-0.1659,0.3857,0.0,1.9107,48.887,135.96,0.1041,-0.1989,58002.94,1.754,0.0,0.554,Cluster 2 — Chronic Overstock Buffers
REC-2024-10-WH-12,2024-10,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,13503.16,15106.7,62745.95,1447.57,3608.08,4.8,1.9,530.0,0.97,0,56966.52,32000,1.961,2.58,702008.02,1.31,0.957,1.0,189,0.118,Overstock,2024,10,4,1,0.8939,-0.1061,0.3958,0.0,1.9608,43.346,139.4,0.062,-0.1188,59137.87,1.7802,0.0,1.129,Cluster 2 — Chronic Overstock Buffers
REC-2024-11-WH-12,2024-11,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,16324.62,20314.78,66736.11,1972.03,4747.22,5.1,2.17,433.0,0.985,0,59030.84,32000,2.086,2.94,3527094.86,1.398,0.938,1.6,189,0.153,Overstock,2024,11,4,1,0.8036,-0.1964,0.4255,0.0,2.0855,33.841,122.64,0.115,-0.2444,61988.89,1.8447,0.0,1.898,Cluster 2 — Chronic Overstock Buffers
REC-2024-12-WH-12,2024-12,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,14673.84,17456.06,69518.33,1708.52,4056.33,4.8,2.08,421.0,0.959,0,62899.22,32000,2.172,2.53,8460545.09,1.192,0.928,1.8,189,0.165,Overstock,2024,12,4,1,0.8406,-0.1594,0.4333,0.0,2.1724,40.689,142.13,0.1982,-0.1896,65462.0,1.9656,0.0,2.189,Cluster 2 — Chronic Overstock Buffers
REC-2023-01-WH-13,2023-01,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12822.54,12980.38,17939.3,2260.8,6962.4,11.0,3.17,463.0,0.957,0,7585.7,36000,0.498,8.58,5708416.37,0.937,0.899,0.1,181,0.081,Overstock,2023,1,1,0,0.9878,-0.0122,0.2882,0.0,0.4983,7.935,41.97,0.1863,-0.0123,10976.9,0.2107,0.0,0.13,Cluster 0 — Balanced Operational Flow
REC-2023-02-WH-13,2023-02,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,11843.66,12297.63,18393.27,2283.44,5797.06,8.9,3.43,362.0,0.954,0,9171.05,36000,0.511,7.73,4518024.97,0.9,0.874,2.9,181,0.103,Overstock,2023,2,1,0,0.9631,-0.0369,0.3854,0.0,0.5109,8.055,46.59,0.1795,-0.0383,12596.21,0.2548,0.0,3.996,Cluster 0 — Balanced Operational Flow
REC-2023-03-WH-13,2023-03,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12586.59,13205.06,19011.74,2702.07,6561.96,9.2,3.87,527.0,0.975,0,8396.68,36000,0.528,7.94,1275347.83,0.995,0.99,1.3,181,0.126,Overstock,2023,3,1,0,0.9532,-0.0468,0.4207,0.0,0.5281,7.036,45.31,0.0897,-0.0491,12449.78,0.2332,0.0,1.339,Cluster 0 — Balanced Operational Flow
REC-2023-04-WH-13,2023-04,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,15424.55,15387.71,18974.9,3113.87,8203.97,9.9,3.63,440.0,0.976,0,6100.13,36000,0.527,9.75,5003797.42,1.135,0.837,0.2,181,0.038,Overstock,2023,4,2,0,1.0024,0.0024,0.3667,0.0,0.5271,6.094,36.91,0.145,0.0024,10770.93,0.1694,0.0,0.298,Cluster 0 — Balanced Operational Flow
REC-2023-05-WH-13,2023-05,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,13649.11,14291.46,19617.25,2949.62,8090.78,11.3,3.86,376.0,0.974,0,7102.04,36000,0.545,8.35,2827160.8,1.159,0.926,1.4,181,0.183,Overstock,2023,5,2,0,0.9551,-0.0449,0.3416,0.0,0.5449,6.651,43.12,0.1232,-0.0471,11526.47,0.1973,0.0,1.711,Cluster 0 — Balanced Operational Flow
REC-2023-06-WH-13,2023-06,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12155.11,11857.01,19319.15,2089.27,5695.29,8.9,3.08,335.0,0.986,0,10489.96,36000,0.537,7.55,1835074.49,0.984,0.914,1.0,181,0.004,Overstock,2023,6,2,0,1.0251,0.0251,0.3461,0.0,0.5366,9.247,47.68,0.1114,0.0245,13623.86,0.2914,0.0,1.258,Cluster 0 — Balanced Operational Flow
REC-2023-07-WH-13,2023-07,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12850.43,11855.55,18324.27,2558.26,8083.94,12.9,3.54,465.0,0.968,0,6402.94,36000,0.509,8.42,1801032.67,0.88,0.913,0.4,181,0.116,Overstock,2023,7,3,0,1.0839,0.0839,0.2744,0.0,0.509,7.163,42.78,0.1044,0.0774,10240.33,0.1779,0.0,0.504,Cluster 0 — Balanced Operational Flow
REC-2023-08-WH-13,2023-08,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,14300.55,14023.59,18047.31,2488.88,7827.75,11.2,3.08,487.0,0.965,0,6486.24,36000,0.501,9.51,3574263.45,0.978,0.909,1.0,181,0.121,Overstock,2023,8,3,0,1.0197,0.0197,0.275,0.0,0.5013,7.251,37.86,0.1322,0.0194,10219.56,0.1802,0.0,1.273,Cluster 0 — Balanced Operational Flow
REC-2023-09-WH-13,2023-09,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,13164.39,12300.07,17182.99,2704.8,6522.47,8.7,3.69,562.0,0.966,0,6603.32,36000,0.477,9.19,2748558.2,1.076,0.919,0.1,181,0.037,Overstock,2023,9,3,0,1.0703,0.0703,0.4241,0.0,0.4773,6.353,39.16,0.1259,0.0657,10660.52,0.1834,0.0,0.124,Cluster 0 — Balanced Operational Flow
REC-2023-10-WH-13,2023-10,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,15994.4,17255.61,18444.2,3510.57,8735.41,9.8,3.97,601.0,0.97,0,4442.94,36000,0.512,10.41,6009190.62,1.304,0.975,1.8,181,0.089,Overstock,2023,10,4,1,0.9269,-0.0731,0.4051,0.0,0.5123,5.254,34.59,0.1533,-0.0789,9708.79,0.1234,0.0,1.935,Cluster 0 — Balanced Operational Flow
REC-2023-11-WH-13,2023-11,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,17350.1,16759.52,17853.62,2774.99,9021.03,10.8,2.85,593.0,0.985,0,4670.1,36000,0.496,11.66,8524545.15,1.365,0.888,2.3,181,0.04,Overstock,2023,11,4,1,1.0352,0.0352,0.2639,0.0,0.4959,6.434,30.87,0.1683,0.034,8832.59,0.1297,0.0,3.073,Cluster 0 — Balanced Operational Flow
REC-2023-12-WH-13,2023-12,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,16207.39,16122.82,17769.05,2796.85,8955.66,11.4,3.09,434.0,0.964,0,4618.12,36000,0.494,10.95,357733.17,1.171,0.938,0.6,181,0.1,Overstock,2023,12,4,1,1.0052,0.0052,0.2711,0.0,0.4936,6.353,32.89,0.0369,0.0052,8813.39,0.1283,0.0,0.712,Cluster 0 — Balanced Operational Flow
REC-2024-01-WH-13,2024-01,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12759.64,13642.62,18652.03,2226.13,7202.39,11.7,3.13,383.0,0.991,0,8110.44,36000,0.518,8.21,7748543.61,0.981,0.886,0.5,181,0.105,Overstock,2024,1,1,0,0.9353,-0.0647,0.2675,0.0,0.5181,8.379,43.85,0.2182,-0.0692,11449.64,0.2253,0.0,0.671,Cluster 0 — Balanced Operational Flow
REC-2024-02-WH-13,2024-02,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12137.17,11878.19,18393.05,2600.16,6605.43,9.9,3.87,494.0,0.98,0,7887.38,36000,0.511,7.92,6093112.83,0.881,0.894,3.6,181,0.154,Overstock,2024,2,1,0,1.0218,0.0218,0.3909,0.0,0.5109,7.074,45.46,0.2034,0.0213,11787.62,0.2191,0.0,4.745,Cluster 0 — Balanced Operational Flow
REC-2024-03-WH-13,2024-03,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12237.03,11420.41,17576.43,2190.28,6350.87,10.2,3.2,446.0,0.98,0,7940.14,36000,0.488,8.35,1307054.0,1.027,0.951,0.3,181,0.157,Overstock,2024,3,1,0,1.0715,0.0715,0.3137,0.0,0.4882,8.025,43.09,0.0934,0.0667,11225.56,0.2206,0.0,0.344,Cluster 0 — Balanced Operational Flow
REC-2024-04-WH-13,2024-04,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,14256.77,13457.02,16776.68,3080.01,8164.92,10.7,3.89,485.0,0.974,0,3991.74,36000,0.466,10.2,4838762.61,1.146,0.928,0.4,181,0.088,Understock / Shortage,2024,4,2,0,1.0594,0.0594,0.3636,0.0,0.466,5.447,35.3,0.1543,0.0561,8611.76,0.1109,0.0,0.486,Cluster 0 — Balanced Operational Flow
REC-2024-05-WH-13,2024-05,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12927.74,12678.22,16527.16,2825.31,6789.82,9.2,3.95,406.0,0.994,0,5499.38,36000,0.459,9.39,3478068.88,1.163,0.902,0.4,181,0.138,Overstock,2024,5,2,0,1.0197,0.0197,0.4293,0.0,0.4591,5.85,38.35,0.1443,0.0193,9737.34,0.1528,0.0,0.518,Cluster 0 — Balanced Operational Flow
REC-2024-06-WH-13,2024-06,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,15782.19,15719.49,16464.46,2892.04,7679.3,9.1,3.25,461.0,0.965,0,4447.1,36000,0.457,11.5,3445746.7,0.986,0.919,0.2,181,0.169,Overstock,2024,6,2,0,1.004,0.004,0.3571,0.0,0.4573,5.693,31.3,0.1176,0.004,8785.16,0.1235,0.0,0.249,Cluster 0 — Balanced Operational Flow
REC-2024-07-WH-13,2024-07,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,13268.05,13946.1,17142.51,2010.68,6212.23,9.5,2.73,433.0,0.967,0,7914.26,36000,0.476,9.29,2671535.76,0.904,0.825,1.5,181,0.139,Overstock,2024,7,3,0,0.9514,-0.0486,0.2874,0.0,0.4762,8.526,38.76,0.1232,-0.0511,10930.28,0.2198,0.0,2.288,Cluster 0 — Balanced Operational Flow
REC-2024-08-WH-13,2024-08,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12722.45,12929.44,17349.5,2496.54,6440.5,9.3,3.54,445.0,0.953,0,7164.19,36000,0.482,8.8,6090739.08,0.956,0.971,0.9,181,0.084,Overstock,2024,8,3,0,0.984,-0.016,0.3806,0.0,0.4819,6.949,40.91,0.194,-0.0163,10909.0,0.199,0.0,0.978,Cluster 0 — Balanced Operational Flow
REC-2024-09-WH-13,2024-09,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,14790.53,15804.59,18363.56,2700.68,6496.92,7.7,3.3,453.0,0.978,0,7815.62,36000,0.51,9.67,1235054.38,1.089,0.898,0.2,181,0.134,Overstock,2024,9,3,0,0.9358,-0.0642,0.4286,0.0,0.5101,6.8,37.25,0.0751,-0.0686,11866.64,0.2171,0.0,0.261,Cluster 0 — Balanced Operational Flow
REC-2024-10-WH-13,2024-10,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,15785.53,15006.41,17584.44,2653.07,7336.11,8.9,3.02,440.0,0.974,0,6268.72,36000,0.488,10.77,3291018.47,1.327,0.903,2.0,181,0.058,Overstock,2024,10,4,1,1.0519,0.0519,0.3393,0.0,0.4885,6.628,33.42,0.1149,0.0494,10248.33,0.1741,0.0,2.582,Cluster 0 — Balanced Operational Flow
REC-2024-11-WH-13,2024-11,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,20001.91,20276.43,17858.96,4389.82,10923.78,9.8,3.96,687.0,0.978,0,350.45,36000,0.496,13.44,16713595.55,1.394,0.947,0.8,181,0.185,Overstock,2024,11,4,1,0.9865,-0.0135,0.4041,0.0,0.4961,4.068,26.79,0.2044,-0.0137,6935.18,0.0097,0.0,0.927,Cluster 0 — Balanced Operational Flow
REC-2024-12-WH-13,2024-12,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,16736.91,16702.32,17824.37,3367.61,8723.42,9.6,3.63,550.0,0.992,0,4049.54,36000,0.495,11.27,2769631.9,1.179,0.955,0.0,181,0.071,Overstock,2024,12,4,1,1.0021,0.0021,0.3781,0.0,0.4951,5.293,31.95,0.0994,0.0021,9100.95,0.1125,0.0,0.0,Cluster 0 — Balanced Operational Flow
REC-2023-01-WH-14,2023-01,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,34182.37,37329.62,68056.11,3945.23,20352.77,14.4,2.03,1182.0,0.968,0,41785.49,78000,0.873,6.03,27010837.33,0.941,0.924,0.7,604,0.115,Overstock,2023,1,1,0,0.9157,-0.0843,0.141,0.0,0.8725,17.25,59.73,0.152,-0.0921,47703.34,0.5357,0.0,0.86,Cluster 2 — Chronic Overstock Buffers
REC-2023-02-WH-14,2023-02,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,34185.6,41037.03,74907.54,4478.42,19520.08,13.2,2.34,1268.0,0.98,0,48669.83,78000,0.96,5.48,10903245.32,0.931,0.985,1.0,604,0.038,Understock / Shortage,2023,2,1,0,0.833,-0.167,0.1773,0.0,0.9604,16.726,65.74,0.0966,-0.2004,55387.46,0.624,0.0,1.045,Cluster 2 — Chronic Overstock Buffers
REC-2023-03-WH-14,2023-03,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,34233.37,40016.66,80690.83,4405.76,19468.44,13.2,2.28,982.0,0.994,0,54613.75,78000,1.034,5.09,4895135.75,0.977,0.918,1.2,604,0.114,Overstock,2023,3,1,0,0.8555,-0.1445,0.1727,0.0,1.0345,18.315,70.71,0.0646,-0.1689,61222.39,0.7002,0.0,1.495,Cluster 2 — Chronic Overstock Buffers
REC-2023-04-WH-14,2023-04,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,29144.4,33690.92,85237.35,3644.44,16662.27,13.4,2.2,1185.0,0.982,0,63108.42,78000,1.093,4.1,11965197.39,1.089,0.911,2.6,604,0.054,Overstock,2023,4,2,0,0.8651,-0.1349,0.1642,0.0,1.0928,23.388,87.74,0.1187,-0.156,68575.08,0.8091,0.0,3.294,Cluster 2 — Chronic Overstock Buffers
REC-2023-05-WH-14,2023-05,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,39791.13,48827.45,94273.67,5829.54,23735.55,13.5,2.56,1064.0,0.955,0,61793.81,78000,1.209,5.06,44398082.87,1.161,0.913,1.4,604,0.056,Overstock,2023,5,2,0,0.8149,-0.1851,0.1896,0.0,1.2086,16.172,71.08,0.1675,-0.2271,70538.12,0.7922,0.0,1.765,Cluster 2 — Chronic Overstock Buffers
REC-2023-06-WH-14,2023-06,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,37548.31,43383.25,100108.61,5591.1,24865.9,15.4,2.55,1452.0,0.963,0,66856.06,78000,1.283,4.5,21924845.98,0.988,0.962,0.1,604,0.05,Overstock,2023,6,2,0,0.8655,-0.1345,0.1656,0.0,1.2834,17.905,79.98,0.1247,-0.1554,75242.71,0.8571,0.0,0.111,Cluster 2 — Chronic Overstock Buffers
REC-2023-07-WH-14,2023-07,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,26965.69,31989.15,105132.07,3627.12,15851.57,13.6,2.28,898.0,0.968,0,83839.82,78000,1.348,3.08,53972413.94,0.899,0.895,1.4,604,0.113,Overstock,2023,7,3,0,0.843,-0.157,0.1676,0.0,1.3478,28.985,116.96,0.2724,-0.1863,89280.5,1.0749,0.0,1.841,Cluster 2 — Chronic Overstock Buffers
REC-2023-08-WH-14,2023-08,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,31221.26,34100.59,108011.4,4325.57,17334.43,12.5,2.37,1095.0,0.962,0,84188.62,78000,1.385,3.47,20427887.17,0.946,0.911,0.1,604,0.098,Overstock,2023,8,3,0,0.9156,-0.0844,0.1896,0.0,1.3848,24.97,103.79,0.1448,-0.0922,90676.97,1.0793,0.0,0.127,Cluster 2 — Chronic Overstock Buffers
REC-2023-09-WH-14,2023-09,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,40415.9,50757.1,118352.6,6209.38,24800.69,13.8,2.73,1131.0,0.997,0,84237.84,78000,1.517,4.1,17406626.49,1.115,0.903,3.2,604,0.18,Overstock,2023,9,3,0,0.7963,-0.2037,0.1978,0.0,1.5173,19.06,87.85,0.1032,-0.2559,93551.91,1.08,0.0,4.131,Cluster 2 — Chronic Overstock Buffers
REC-2023-10-WH-14,2023-10,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,48656.12,57041.74,126738.22,7182.2,27779.96,12.7,2.64,2138.0,0.964,0,88184.96,78000,1.625,4.61,10372950.07,1.356,0.99,2.5,604,0.129,Overstock,2023,10,4,1,0.853,-0.147,0.2079,0.0,1.6248,17.646,78.14,0.0662,-0.1723,98958.26,1.1306,0.0,2.575,Cluster 2 — Chronic Overstock Buffers
REC-2023-11-WH-14,2023-11,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,40960.53,46029.96,131807.65,4879.23,22901.86,13.2,2.08,1269.0,0.996,0,101586.94,78000,1.69,3.73,36230748.83,1.361,0.912,0.9,604,0.084,Overstock,2023,11,4,1,0.8899,-0.1101,0.1576,0.0,1.6898,27.014,96.54,0.147,-0.1238,108905.79,1.3024,0.0,1.138,Cluster 2 — Chronic Overstock Buffers
REC-2023-12-WH-14,2023-12,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,39598.87,44160.92,136369.7,4830.83,23310.3,14.0,2.1,1116.0,0.996,0,105813.16,78000,1.748,3.48,9765089.61,1.15,0.885,0.6,604,0.049,Overstock,2023,12,4,1,0.8967,-0.1033,0.15,0.0,1.7483,28.229,103.31,0.0789,-0.1152,113059.4,1.3566,0.0,0.807,Cluster 2 — Chronic Overstock Buffers
REC-2024-01-WH-14,2024-01,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,28279.04,35981.66,144072.32,4272.02,16526.27,13.0,2.71,1053.0,0.975,0,121138.02,78000,1.847,2.36,21522814.67,0.913,0.963,0.0,604,0.137,Overstock,2024,1,1,0,0.7859,-0.2141,0.2085,0.0,1.8471,33.725,152.84,0.1641,-0.2724,127546.05,1.5531,0.0,0.0,Cluster 2 — Chronic Overstock Buffers
REC-2024-02-WH-14,2024-02,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,33293.59,38928.64,149707.37,4188.96,19725.97,14.0,2.1,1293.0,0.967,0,123697.96,78000,1.919,2.67,20174429.47,0.985,0.872,1.7,604,0.155,Overstock,2024,2,1,0,0.8552,-0.1448,0.15,0.0,1.9193,35.739,134.9,0.1349,-0.1693,129981.4,1.5859,0.0,2.353,Cluster 2 — Chronic Overstock Buffers
REC-2024-03-WH-14,2024-03,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,39549.56,43059.24,153217.05,6170.35,23703.99,13.3,2.75,1047.0,0.987,0,120257.53,78000,1.964,3.1,54926705.34,1.01,0.924,0.4,604,0.035,Overstock,2024,3,1,0,0.9185,-0.0815,0.2068,0.0,1.9643,24.831,116.22,0.1874,-0.0887,129513.06,1.5418,0.0,0.491,Cluster 2 — Chronic Overstock Buffers
REC-2024-04-WH-14,2024-04,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,43957.9,46951.45,156210.6,4998.52,26830.94,14.9,2.0,1545.0,0.975,0,121881.88,78000,2.003,3.38,13255226.46,1.156,0.982,0.7,604,0.255,Overstock,2024,4,2,0,0.9362,-0.0638,0.1342,0.0,2.0027,31.251,106.61,0.0828,-0.0681,129379.66,1.5626,0.0,0.738,Cluster 2 — Chronic Overstock Buffers
REC-2024-05-WH-14,2024-05,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,46475.16,50535.91,160271.35,5067.16,24431.81,12.5,1.93,1409.0,0.993,0,128238.8,78000,2.055,3.48,68621753.08,1.131,0.854,1.3,604,0.106,Overstock,2024,5,2,0,0.9196,-0.0804,0.1544,0.0,2.0548,31.629,103.46,0.1782,-0.0874,135839.54,1.6441,0.0,1.869,Cluster 2 — Chronic Overstock Buffers
REC-2024-06-WH-14,2024-06,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,32072.54,37684.7,165883.51,3934.58,16549.78,11.8,2.14,1288.0,0.965,0,143431.86,78000,2.127,2.32,16904837.73,0.967,0.839,1.5,604,0.138,Overstock,2024,6,2,0,0.8511,-0.1489,0.1814,0.0,2.1267,42.16,155.16,0.1282,-0.175,149333.73,1.8389,0.0,2.224,Cluster 2 — Chronic Overstock Buffers
REC-2024-07-WH-14,2024-07,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,35159.41,37103.75,167827.85,4953.92,19134.88,12.1,2.51,1386.0,0.993,0,141262.09,78000,2.152,2.51,8532515.23,0.896,0.869,0.3,604,0.107,Overstock,2024,7,3,0,0.9476,-0.0524,0.2074,0.0,2.1516,33.878,143.2,0.0831,-0.0553,148692.97,1.8111,0.0,0.418,Cluster 2 — Chronic Overstock Buffers
REC-2024-08-WH-14,2024-08,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,35391.53,42077.74,174514.06,4773.62,19638.06,12.6,2.39,932.0,0.992,0,147715.57,78000,2.237,2.43,41433163.24,0.997,0.937,0.5,604,0.039,Overstock,2024,8,3,0,0.8411,-0.1589,0.1897,0.0,2.2374,36.558,147.93,0.1819,-0.1889,154876.0,1.8938,0.0,0.594,Cluster 2 — Chronic Overstock Buffers
REC-2024-09-WH-14,2024-09,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,39253.26,49077.7,184338.5,5464.4,22735.83,13.2,2.49,1384.0,0.975,0,153406.07,78000,2.363,2.56,50940479.27,1.038,0.965,0.9,604,0.048,Overstock,2024,9,3,0,0.7998,-0.2002,0.1886,0.0,2.3633,33.734,140.88,0.1818,-0.2503,161602.67,1.9667,0.0,0.994,Cluster 2 — Chronic Overstock Buffers
