record_id,date,warehouse_id,warehouse_name,region,city,warehouse_type,monthly_demand,monthly_supply,current_inventory,safety_stock,reorder_point,lead_time_days,lead_time_variability,order_volume,fulfillment_rate,stockout_incidents,overstock_quantity,warehouse_capacity,capacity_utilization,inventory_turnover,historical_demand_variance,seasonal_demand_index,supplier_reliability,transit_delay_days,sku_count,regional_consumption_momentum,inventory_imbalance_risk
REC-2023-05-WH-11,2023-05,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,17918.55,22291.71,51717.45,2349.91,4918.24,4.3,2.37,652,0.971,0,43274.34,42000,1.231,4.16,4383730.37,1.14,0.966,2.3,149,0.105,Overstock
REC-2023-06-WH-11,2023-06,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,16509.78,19599.75,54807.42,2858.79,5170.16,4.2,3.13,736,0.963,0,45349.08,42000,1.305,3.61,4419514.42,0.985,0.92,0.5,149,0.086,Overstock
REC-2023-07-WH-11,2023-07,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,16945.28,20838.23,58700.37,2326.67,4868.46,4.5,2.46,479,0.984,0,50341.9,42000,1.398,3.46,7446091.81,0.946,0.957,0.1,149,0.101,Overstock
REC-2023-08-WH-11,2023-08,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,16156.64,18824.79,61368.52,2247.03,4993.66,5.1,2.48,664,0.994,0,53004.31,42000,1.461,3.16,5141038.23,0.969,0.943,0.2,149,0.053,Overstock
REC-2023-09-WH-11,2023-09,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,16351.14,17557.84,62575.22,2593.92,3956.52,2.5,2.86,448,0.982,0,54727.82,42000,1.49,3.14,3455007.57,1.015,0.935,0.3,149,0.02,Overstock
REC-2023-10-WH-11,2023-10,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,23319.92,28891.94,68147.24,3068.92,5167.71,2.7,2.36,718,0.967,0,58376.15,42000,1.623,4.11,5570182.18,1.312,0.965,0.2,149,0.148,Overstock
REC-2023-11-WH-11,2023-11,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,25999.91,29872.15,72019.48,3429.46,6289.45,3.3,2.37,964,0.971,0,60585.84,42000,1.715,4.33,1517092.44,1.395,0.935,1.4,149,0.036,Overstock
REC-2023-12-WH-11,2023-12,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,21694.82,26034.32,76358.98,2908.01,7102.34,5.8,2.41,688,0.969,0,64894.62,42000,1.818,3.41,2304965.87,1.153,0.887,1.7,149,0.032,Overstock
REC-2024-01-WH-11,2024-01,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,17213.64,21959.75,81105.09,2432.73,4555.75,3.7,2.55,601,0.98,0,72900.24,42000,1.931,2.55,2204628.88,0.984,0.914,1.7,149,0.121,Overstock
REC-2024-02-WH-11,2024-02,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,17160.17,19445.12,83390.04,2500.89,4274.11,3.1,2.64,452,0.976,0,75364.6,42000,1.985,2.47,3021222.65,0.924,0.966,1.1,149,0.209,Overstock
REC-2024-03-WH-11,2024-03,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,18740.68,22850.29,87499.65,2450.06,4761.41,3.7,2.36,623,0.965,0,79063.15,42000,2.083,2.57,4087216.61,1.069,0.93,0.0,149,0.186,Balanced
REC-2024-04-WH-11,2024-04,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,21655.21,23917.0,89761.44,3728.45,5893.97,3.0,3.12,614,0.98,0,78274.8,42000,2.137,2.9,16138846.7,1.035,0.974,1.1,149,0.097,Overstock
REC-2024-05-WH-11,2024-05,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,21531.87,25046.83,93276.4,3327.3,6413.53,4.3,2.78,732,0.959,0,81871.92,42000,2.221,2.77,7893553.27,1.106,0.99,0.9,149,0.186,Overstock
REC-2024-06-WH-11,2024-06,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,17498.12,19035.33,94813.61,2644.04,5152.1,4.3,2.73,475,0.97,0,85695.45,42000,2.257,2.21,7929214.23,1.017,0.912,1.6,149,0.104,Overstock
REC-2024-07-WH-11,2024-07,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,18360.19,20922.53,97375.95,3060.05,6058.88,4.9,2.98,557,0.985,0,86727.0,42000,2.318,2.26,967572.18,0.882,0.897,1.1,149,0.157,Balanced
REC-2024-08-WH-11,2024-08,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,17698.55,19840.98,99518.38,2863.55,5577.33,4.6,2.91,516,0.968,0,89645.72,42000,2.369,2.13,3775056.39,0.923,0.923,0.1,149,0.105,Overstock
REC-2024-09-WH-11,2024-09,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,21375.19,22527.37,100670.56,3063.86,6270.14,4.5,2.57,941,0.996,0,89804.63,42000,2.397,2.55,1878500.73,1.062,0.99,3.1,149,0.15,Overstock
REC-2024-10-WH-11,2024-10,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,24688.34,29603.77,105585.99,4186.21,7560.28,4.1,3.07,687,0.958,0,91746.4,42000,2.514,2.81,4602140.57,1.331,0.99,0.8,149,0.081,Overstock
REC-2024-11-WH-11,2024-11,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,27402.01,29336.01,107519.99,4174.39,8284.69,4.5,2.74,769,0.97,0,92973.72,42000,2.56,3.06,5669473.55,1.396,0.949,1.5,149,0.145,Overstock
REC-2024-12-WH-11,2024-12,WH-11,Facility North-8 — Agra Express,North,Agra,Urban Depot,21408.05,25401.13,111513.07,3805.66,7373.67,5.0,3.19,742,0.956,0,98430.91,42000,2.655,2.3,4990619.79,1.198,0.905,0.2,149,0.153,Overstock
REC-2023-01-WH-12,2023-01,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10763.73,12300.89,25623.67,1189.44,2804.0,4.5,1.95,360,0.966,0,21035.51,32000,0.801,5.04,2200290.15,0.942,0.984,0.5,189,0.112,Overstock
REC-2023-02-WH-12,2023-02,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,9601.99,11283.73,27305.41,973.71,2478.02,4.7,1.81,347,0.976,0,23366.82,32000,0.853,4.22,1130083.27,0.891,0.886,0.0,189,0.074,Overstock
REC-2023-03-WH-12,2023-03,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10924.46,11602.04,27982.99,1326.83,2965.5,4.5,2.16,434,0.991,0,23027.25,32000,0.874,4.68,1347506.35,1.04,0.881,0.4,189,0.033,Overstock
REC-2023-04-WH-12,2023-04,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,11698.53,14944.86,31229.32,1182.89,3132.65,5.0,1.78,357,0.963,0,26322.34,32000,0.976,4.5,2372869.92,1.08,0.968,0.9,189,0.077,Overstock
REC-2023-05-WH-12,2023-05,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,12307.6,13229.83,32151.55,1559.44,3159.43,3.9,2.28,356,0.992,0,26652.96,32000,1.005,4.59,4653871.7,1.157,0.93,0.9,189,0.16,Overstock
REC-2023-06-WH-12,2023-06,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,11829.51,13433.95,33755.99,1128.49,3139.51,5.1,1.7,397,0.962,0,28923.74,32000,1.055,4.21,4558112.37,1.019,0.93,0.2,189,0.124,Overstock
REC-2023-07-WH-12,2023-07,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10343.37,11183.19,34595.81,1001.72,2001.58,2.9,1.74,312,0.957,0,31091.65,32000,1.081,3.59,618047.47,0.906,0.959,0.1,189,0.055,Overstock
REC-2023-08-WH-12,2023-08,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,11316.13,12759.6,36039.28,1049.83,3011.29,5.2,1.65,496,0.969,0,31453.24,32000,1.126,3.77,2362305.95,0.941,0.962,1.9,189,0.041,Overstock
REC-2023-09-WH-12,2023-09,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,11292.85,12172.74,36919.17,1336.61,2992.89,4.4,2.11,327,0.997,0,31921.36,32000,1.154,3.67,2977678.72,1.039,0.904,0.2,189,0.007,Overstock
REC-2023-10-WH-12,2023-10,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,16006.3,19742.28,40655.15,1920.89,5602.34,6.9,2.15,685,0.985,0,32171.48,32000,1.27,4.72,10858173.35,1.306,0.948,0.8,189,0.148,Overstock
REC-2023-11-WH-12,2023-11,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,14587.42,16333.61,42401.34,1869.16,4397.65,5.2,2.31,529,0.981,0,35199.95,32000,1.325,4.13,5542313.27,1.369,0.952,1.7,189,0.066,Overstock
REC-2023-12-WH-12,2023-12,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,13852.5,15921.88,44470.72,1393.93,4118.26,5.9,1.74,474,0.996,0,38261.56,32000,1.39,3.74,759168.46,1.148,0.975,0.6,189,0.092,Overstock
REC-2024-01-WH-12,2024-01,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10036.73,11752.69,46186.68,1201.32,2037.71,2.5,2.16,361,0.989,0,42346.99,32000,1.443,2.61,2623124.76,0.971,0.853,0.4,189,0.086,Overstock
REC-2024-02-WH-12,2024-02,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10181.0,11142.78,47148.46,1126.72,2891.43,5.2,1.99,357,0.996,0,42566.95,32000,1.473,2.59,4051795.11,0.908,0.99,0.4,189,0.109,Overstock
REC-2024-03-WH-12,2024-03,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10140.65,11285.97,48293.78,1157.76,2476.04,3.9,2.06,322,0.997,0,44081.1,32000,1.509,2.52,770900.83,1.015,0.924,0.9,189,0.052,Overstock
REC-2024-04-WH-12,2024-04,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,13307.79,15755.0,50740.99,1320.51,3494.12,4.9,1.76,540,0.967,0,45266.1,32000,1.586,3.15,2966475.23,1.135,0.907,0.4,189,0.128,Overstock
REC-2024-05-WH-12,2024-05,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,13008.99,14496.52,52228.52,1312.96,3481.12,5.0,1.77,556,0.977,0,46777.96,32000,1.632,2.99,6607112.94,1.157,0.973,0.4,189,0.165,Overstock
REC-2024-06-WH-12,2024-06,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,11331.73,12718.23,53615.02,1042.39,3044.33,5.3,1.63,306,0.975,0,49007.1,32000,1.675,2.54,1408659.64,0.943,0.925,1.4,189,0.156,Overstock
REC-2024-07-WH-12,2024-07,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10947.66,13880.98,56548.34,1177.06,2965.18,4.9,1.93,416,0.987,0,51817.57,32000,1.767,2.32,3761442.81,0.924,0.919,0.0,189,0.131,Overstock
REC-2024-08-WH-12,2024-08,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,10799.23,12709.49,58458.6,1379.0,3574.84,6.1,2.3,285,0.99,0,52815.26,32000,1.827,2.22,3321460.7,1.022,0.99,0.6,189,0.124,Overstock
REC-2024-09-WH-12,2024-09,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,13491.24,16175.05,61142.41,1250.7,3139.47,4.2,1.62,404,0.997,0,56126.89,32000,1.911,2.65,1973856.7,1.089,0.964,0.5,189,0.126,Overstock
REC-2024-10-WH-12,2024-10,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,13503.16,15106.7,62745.95,1447.57,3608.08,4.8,1.9,530,0.97,0,56966.52,32000,1.961,2.58,702008.02,1.31,0.957,1.0,189,0.118,Overstock
REC-2024-11-WH-12,2024-11,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,16324.62,20314.78,66736.11,1972.03,4747.22,5.1,2.17,433,0.985,0,59030.84,32000,2.086,2.94,3527094.86,1.398,0.938,1.6,189,0.153,Overstock
REC-2024-12-WH-12,2024-12,WH-12,Depot North-9 — Dehradun Valley,North,Dehradun,Urban Depot,14673.84,17456.06,69518.33,1708.52,4056.33,4.8,2.08,421,0.959,0,62899.22,32000,2.172,2.53,8460545.09,1.192,0.928,1.8,189,0.165,Overstock
REC-2023-01-WH-13,2023-01,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12822.54,12980.38,17939.3,2260.8,6962.4,11.0,3.17,463,0.957,0,7585.7,36000,0.498,8.58,5708416.37,0.937,0.899,0.1,181,0.081,Overstock
REC-2023-02-WH-13,2023-02,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,11843.66,12297.63,18393.27,2283.44,5797.06,8.9,3.43,362,0.954,0,9171.05,36000,0.511,7.73,4518024.97,0.9,0.874,2.9,181,0.103,Overstock
REC-2023-03-WH-13,2023-03,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12586.59,13205.06,19011.74,2702.07,6561.96,9.2,3.87,527,0.975,0,8396.68,36000,0.528,7.94,1275347.83,0.995,0.99,1.3,181,0.126,Overstock
REC-2023-04-WH-13,2023-04,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,15424.55,15387.71,18974.9,3113.87,8203.97,9.9,3.63,440,0.976,0,6100.13,36000,0.527,9.75,5003797.42,1.135,0.837,0.2,181,0.038,Overstock
REC-2023-05-WH-13,2023-05,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,13649.11,14291.46,19617.25,2949.62,8090.78,11.3,3.86,376,0.974,0,7102.04,36000,0.545,8.35,2827160.8,1.159,0.926,1.4,181,0.183,Overstock
REC-2023-06-WH-13,2023-06,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12155.11,11857.01,19319.15,2089.27,5695.29,8.9,3.08,335,0.986,0,10489.96,36000,0.537,7.55,1835074.49,0.984,0.914,1.0,181,0.004,Overstock
REC-2023-07-WH-13,2023-07,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12850.43,11855.55,18324.27,2558.26,8083.94,12.9,3.54,465,0.968,0,6402.94,36000,0.509,8.42,1801032.67,0.88,0.913,0.4,181,0.116,Overstock
REC-2023-08-WH-13,2023-08,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,14300.55,14023.59,18047.31,2488.88,7827.75,11.2,3.08,487,0.965,0,6486.24,36000,0.501,9.51,3574263.45,0.978,0.909,1.0,181,0.121,Overstock
REC-2023-09-WH-13,2023-09,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,13164.39,12300.07,17182.99,2704.8,6522.47,8.7,3.69,562,0.966,0,6603.32,36000,0.477,9.19,2748558.2,1.076,0.919,0.1,181,0.037,Overstock
REC-2023-10-WH-13,2023-10,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,15994.4,17255.61,18444.2,3510.57,8735.41,9.8,3.97,601,0.97,0,4442.94,36000,0.512,10.41,6009190.62,1.304,0.975,1.8,181,0.089,Overstock
REC-2023-11-WH-13,2023-11,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,17350.1,16759.52,17853.62,2774.99,9021.03,10.8,2.85,593,0.985,0,4670.1,36000,0.496,11.66,8524545.15,1.365,0.888,2.3,181,0.04,Overstock
REC-2023-12-WH-13,2023-12,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,16207.39,16122.82,17769.05,2796.85,8955.66,11.4,3.09,434,0.964,0,4618.12,36000,0.494,10.95,357733.17,1.171,0.938,0.6,181,0.1,Overstock
REC-2024-01-WH-13,2024-01,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12759.64,13642.62,18652.03,2226.13,7202.39,11.7,3.13,383,0.991,0,8110.44,36000,0.518,8.21,7748543.61,0.981,0.886,0.5,181,0.105,Overstock
REC-2024-02-WH-13,2024-02,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12137.17,11878.19,18393.05,2600.16,6605.43,9.9,3.87,494,0.98,0,7887.38,36000,0.511,7.92,6093112.83,0.881,0.894,3.6,181,0.154,Overstock
REC-2024-03-WH-13,2024-03,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12237.03,11420.41,17576.43,2190.28,6350.87,10.2,3.2,446,0.98,0,7940.14,36000,0.488,8.35,1307054.0,1.027,0.951,0.3,181,0.157,Overstock
REC-2024-04-WH-13,2024-04,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,14256.77,13457.02,16776.68,3080.01,8164.92,10.7,3.89,485,0.974,0,3991.74,36000,0.466,10.2,4838762.61,1.146,0.928,0.4,181,0.088,Understock / Shortage
REC-2024-05-WH-13,2024-05,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12927.74,12678.22,16527.16,2825.31,6789.82,9.2,3.95,406,0.994,0,5499.38,36000,0.459,9.39,3478068.88,1.163,0.902,0.4,181,0.138,Overstock
REC-2024-06-WH-13,2024-06,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,15782.19,15719.49,16464.46,2892.04,7679.3,9.1,3.25,461,0.965,0,4447.1,36000,0.457,11.5,3445746.7,0.986,0.919,0.2,181,0.169,Overstock
REC-2024-07-WH-13,2024-07,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,13268.05,13946.1,17142.51,2010.68,6212.23,9.5,2.73,433,0.967,0,7914.26,36000,0.476,9.29,2671535.76,0.904,0.825,1.5,181,0.139,Overstock
REC-2024-08-WH-13,2024-08,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,12722.45,12929.44,17349.5,2496.54,6440.5,9.3,3.54,445,0.953,0,7164.19,36000,0.482,8.8,6090739.08,0.956,0.971,0.9,181,0.084,Overstock
REC-2024-09-WH-13,2024-09,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,14790.53,15804.59,18363.56,2700.68,6496.92,7.7,3.3,453,0.978,0,7815.62,36000,0.51,9.67,1235054.38,1.089,0.898,0.2,181,0.134,Overstock
REC-2024-10-WH-13,2024-10,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,15785.53,15006.41,17584.44,2653.07,7336.11,8.9,3.02,440,0.974,0,6268.72,36000,0.488,10.77,3291018.47,1.327,0.903,2.0,181,0.058,Overstock
REC-2024-11-WH-13,2024-11,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,20001.91,20276.43,17858.96,4389.82,10923.78,9.8,3.96,687,0.978,0,350.45,36000,0.496,13.44,16713595.55,1.394,0.947,0.8,181,0.185,Overstock
REC-2024-12-WH-13,2024-12,WH-13,Depot North-10 — Amritsar Border Hub,North,Amritsar,Urban Depot,16736.91,16702.32,17824.37,3367.61,8723.42,9.6,3.63,550,0.992,0,4049.54,36000,0.495,11.27,2769631.9,1.179,0.955,0.0,181,0.071,Overstock
REC-2023-01-WH-14,2023-01,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,34182.37,37329.62,68056.11,3945.23,20352.77,14.4,2.03,1182,0.968,0,41785.49,78000,0.873,6.03,27010837.33,0.941,0.924,0.7,604,0.115,Overstock
REC-2023-02-WH-14,2023-02,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,34185.6,41037.03,74907.54,4478.42,19520.08,13.2,2.34,1268,0.98,0,48669.83,78000,0.96,5.48,10903245.32,0.931,0.985,1.0,604,0.038,Understock / Shortage
REC-2023-03-WH-14,2023-03,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,34233.37,40016.66,80690.83,4405.76,19468.44,13.2,2.28,982,0.994,0,54613.75,78000,1.034,5.09,4895135.75,0.977,0.918,1.2,604,0.114,Overstock
REC-2023-04-WH-14,2023-04,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,29144.4,33690.92,85237.35,3644.44,16662.27,13.4,2.2,1185,0.982,0,63108.42,78000,1.093,4.1,11965197.39,1.089,0.911,2.6,604,0.054,Overstock
REC-2023-05-WH-14,2023-05,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,39791.13,48827.45,94273.67,5829.54,23735.55,13.5,2.56,1064,0.955,0,61793.81,78000,1.209,5.06,44398082.87,1.161,0.913,1.4,604,0.056,Overstock
REC-2023-06-WH-14,2023-06,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,37548.31,43383.25,100108.61,5591.1,24865.9,15.4,2.55,1452,0.963,0,66856.06,78000,1.283,4.5,21924845.98,0.988,0.962,0.1,604,0.05,Overstock
REC-2023-07-WH-14,2023-07,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,26965.69,31989.15,105132.07,3627.12,15851.57,13.6,2.28,898,0.968,0,83839.82,78000,1.348,3.08,53972413.94,0.899,0.895,1.4,604,0.113,Overstock
REC-2023-08-WH-14,2023-08,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,31221.26,34100.59,108011.4,4325.57,17334.43,12.5,2.37,1095,0.962,0,84188.62,78000,1.385,3.47,20427887.17,0.946,0.911,0.1,604,0.098,Overstock
REC-2023-09-WH-14,2023-09,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,40415.9,50757.1,118352.6,6209.38,24800.69,13.8,2.73,1131,0.997,0,84237.84,78000,1.517,4.1,17406626.49,1.115,0.903,3.2,604,0.18,Overstock
REC-2023-10-WH-14,2023-10,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,48656.12,57041.74,126738.22,7182.2,27779.96,12.7,2.64,2138,0.964,0,88184.96,78000,1.625,4.61,10372950.07,1.356,0.99,2.5,604,0.129,Overstock
REC-2023-11-WH-14,2023-11,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,40960.53,46029.96,131807.65,4879.23,22901.86,13.2,2.08,1269,0.996,0,101586.94,78000,1.69,3.73,36230748.83,1.361,0.912,0.9,604,0.084,Overstock
REC-2023-12-WH-14,2023-12,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,39598.87,44160.92,136369.7,4830.83,23310.3,14.0,2.1,1116,0.996,0,105813.16,78000,1.748,3.48,9765089.61,1.15,0.885,0.6,604,0.049,Overstock
REC-2024-01-WH-14,2024-01,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,28279.04,35981.66,144072.32,4272.02,16526.27,13.0,2.71,1053,0.975,0,121138.02,78000,1.847,2.36,21522814.67,0.913,0.963,0.0,604,0.137,Overstock
REC-2024-02-WH-14,2024-02,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,33293.59,38928.64,149707.37,4188.96,19725.97,14.0,2.1,1293,0.967,0,123697.96,78000,1.919,2.67,20174429.47,0.985,0.872,1.7,604,0.155,Overstock
REC-2024-03-WH-14,2024-03,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,39549.56,43059.24,153217.05,6170.35,23703.99,13.3,2.75,1047,0.987,0,120257.53,78000,1.964,3.1,54926705.34,1.01,0.924,0.4,604,0.035,Overstock
REC-2024-04-WH-14,2024-04,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,43957.9,46951.45,156210.6,4998.52,26830.94,14.9,2.0,1545,0.975,0,121881.88,78000,2.003,3.38,13255226.46,1.156,0.982,0.7,604,0.255,Overstock
REC-2024-05-WH-14,2024-05,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,46475.16,50535.91,160271.35,5067.16,24431.81,12.5,1.93,1409,0.993,0,128238.8,78000,2.055,3.48,68621753.08,1.131,0.854,1.3,604,0.106,Overstock
REC-2024-06-WH-14,2024-06,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,32072.54,37684.7,165883.51,3934.58,16549.78,11.8,2.14,1288,0.965,0,143431.86,78000,2.127,2.32,16904837.73,0.967,0.839,1.5,604,0.138,Overstock
REC-2024-07-WH-14,2024-07,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,35159.41,37103.75,167827.85,4953.92,19134.88,12.1,2.51,1386,0.993,0,141262.09,78000,2.152,2.51,8532515.23,0.896,0.869,0.3,604,0.107,Overstock
REC-2024-08-WH-14,2024-08,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,35391.53,42077.74,174514.06,4773.62,19638.06,12.6,2.39,932,0.992,0,147715.57,78000,2.237,2.43,41433163.24,0.997,0.937,0.5,604,0.039,Overstock
REC-2024-09-WH-14,2024-09,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,39253.26,49077.7,184338.5,5464.4,22735.83,13.2,2.49,1384,0.975,0,153406.07,78000,2.363,2.56,50940479.27,1.038,0.965,0.9,604,0.048,Overstock
REC-2024-10-WH-14,2024-10,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,47751.16,54502.08,191089.42,6570.14,29172.36,14.2,2.45,1535,0.966,0,152061.85,78000,2.45,3.0,27078650.65,1.307,0.921,1.6,604,0.204,Overstock
REC-2024-11-WH-14,2024-11,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,49803.24,56524.59,197810.77,7362.82,28114.17,12.5,2.65,1608,0.974,0,158652.37,78000,2.536,3.02,75237415.62,1.41,0.954,0.4,604,0.039,Overstock
REC-2024-12-WH-14,2024-12,WH-14,Facility North-11 — Ghaziabad Depot,North,Ghaziabad,Regional DC,38579.55,44001.78,203233.0,5728.06,23989.05,14.2,2.62,1679,0.959,0,170651.86,78000,2.606,2.28,9800988.52,1.181,0.958,0.5,604,0.12,Overstock
REC-2023-01-WH-15,2023-01,WH-15,Hub West-Central — Mumbai Port Mega,West,Mumbai,Mega Hub,82858.21,85029.65,120573.17,14387.05,61063.84,16.9,3.03,2471,0.955,0,37928.76,250000,0.482,8.25,161566547.75,0.927,0.933,0.9,703,0.223,Understock / Shortage
REC-2023-02-WH-15,2023-02,WH-15,Hub West-Central — Mumbai Port Mega,West,Mumbai,Mega Hub,89185.7,83765.48,115152.95,18094.77,61795.76,14.7,3.66,2719,0.976,0,26215.03,250000,0.461,9.29,113917543.22,0.881,0.898,0.7,703,0.203,Overstock
REC-2023-03-WH-15,2023-03,WH-15,Hub West-Central — Mumbai Port Mega,West,Mumbai,Mega Hub,103206.59,100505.89,112452.25,22849.69,67228.52,12.9,3.96,3821,0.96,0,10949.2,250000,0.45,11.01,261212854.07,1.048,0.837,0.6,703,0.059,Overstock
REC-2023-04-WH-15,2023-04,WH-15,Hub West-Central — Mumbai Port Mega,West,Mumbai,Mega Hub,101012.58,105063.9,116503.57,22553.45,79793.91,17.0,3.94,3191,0.973,0,2879.49,250000,0.466,10.4,231326435.44,1.114,0.886,0.9,703,0.144,Overstock
REC-2023-05-WH-15,2023-05,WH-15,Hub West-Central — Mumbai Port Mega,West,Mumbai,Mega Hub,110927.6,103353.39,108929.36,18868.87,80618.57,16.7,3.04,3259,0.989,0,7.49,250000,0.436,12.22,192625317.28,1.128,0.85,0.5,703,0.094,Overstock
